State,Pollster,Start.date,End.date,Entry Date Time,Mode,Biden,Trump,Biden_Margin
--,ABC News/Washington Post,8/12/2020,8/15/2020,8/16/2020 23:03,Live Phone,53,41,12
--,SSRS,8/12/2020,8/15/2020,8/16/2020 20:28,Live Phone,50,46,4
NC,East Carolina University,8/12/2020,8/13/2020,8/16/2020 20:27,Online,47,47,0
--,YouGov,8/12/2020,8/14/2020,8/16/2020 10:44,Online,52,42,10
--,NBC News/Wall Street Journal,8/9/2020,8/12/2020,8/16/2020 10:44,Live Phone,50,41,9
CT,SurveyUSA,5/19/2020,5/24/2020,8/16/2020 10:43,Online,52,32,20
CA,Redfield & Wilton Strategies,8/9/2020,8/9/2020,8/14/2020 16:14,Online,61,25,36
--,Data for Progress,8/11/2020,8/11/2020,8/14/2020 9:14,Online,52,40,12
--,Marist College,8/3/2020,8/11/2020,8/14/2020 8:53,Live Phone,53,42,11
--,Global Strategy Group,8/6/2020,8/10/2020,8/14/2020 8:52,Online,52,42,10
MA,YouGov,7/31/2020,8/7/2020,8/14/2020 8:51,Online,61,28,33
--,Fox News/Beacon Research/Shaw & Co. Research,8/9/2020,8/12/2020,8/13/2020 19:22,Live Phone,49,42,7
--,Leger,8/4/2020,8/7/2020,8/13/2020 19:22,Online,47,39,8
CA,SurveyUSA,8/12/2020,8/12/2020,8/13/2020 14:40,Online,56,28,28
NC,Harper Polling,8/6/2020,8/10/2020,8/13/2020 14:39,Online,45,44,1
MS,Garin-Hart-Yang Research Group,7/30/2020,8/9/2020,8/13/2020 14:38,Live Phone,43,53,-10
--,Pew Research Center,7/27/2020,8/2/2020,8/13/2020 14:37,Online,53,45,8
--,Ipsos,8/10/2020,8/11/2020,8/12/2020 16:16,Online,47,38,9
KS,SurveyUSA,8/5/2020,8/9/2020,8/12/2020 15:30,Online,41,48,-7
--,YouGov Blue,7/21/2020,7/27/2020,8/12/2020 15:29,Online,51,45,6
MA,MassInc Polling Group,8/6/2020,8/9/2020,8/12/2020 10:53,Live Phone,63,27,36
WI,Change Research,8/7/2020,8/9/2020,8/12/2020 10:51,Online,47,43,4
PA,Change Research,8/7/2020,8/9/2020,8/12/2020 10:51,Online,48,44,4
NC,Change Research,8/7/2020,8/9/2020,8/12/2020 10:51,Online,47,48,-1
MI,Change Research,8/7/2020,8/9/2020,8/12/2020 10:51,Online,48,43,5
FL,Change Research,8/7/2020,8/9/2020,8/12/2020 10:51,Online,50,44,6
AZ,Change Research,8/7/2020,8/9/2020,8/12/2020 10:51,Online,45,44,1
--,Change Research,8/7/2020,8/9/2020,8/12/2020 10:51,Online,50,44,6
--,YouGov,8/9/2020,8/11/2020,8/12/2020 10:44,Online,49,39,10
--,Monmouth University,8/6/2020,8/10/2020,8/11/2020 13:59,Live Phone,51,41,10
ME,Critical Insights,7/28/2020,8/9/2020,8/11/2020 13:57,Online,44,36,8
WI,Marquette University Law School,8/4/2020,8/9/2020,8/11/2020 13:57,Live Phone,49,44,5
GA,SurveyUSA,8/6/2020,8/8/2020,8/11/2020 8:00,Online,46,44,2
AZ,Trafalgar Group,8/5/2020,8/8/2020,8/10/2020 16:43,IVR,45,48,-3
--,RMG Research,8/6/2020,8/8/2020,8/10/2020 15:27,Online,45,37,8
ME,RMG Research,7/27/2020,8/2/2020,8/10/2020 15:27,Online,50,39,11
--,Morning Consult,8/7/2020,8/9/2020,8/10/2020 15:23,Online,51,43,8
--,Georgetown University Battleground Poll,8/1/2020,8/6/2020,8/10/2020 12:30,Live Phone,50,42,8
AZ,OH Predictive Insights,8/3/2020,8/4/2020,8/10/2020 10:25,Live Phone,49,45,4
WI,YouGov,7/27/2020,8/6/2020,8/10/2020 7:10,Online,49,43,6
PA,YouGov,7/27/2020,8/6/2020,8/10/2020 7:10,Online,50,41,9
MI,YouGov,7/27/2020,8/6/2020,8/10/2020 7:10,Online,47,43,4
WI,YouGov,8/4/2020,8/7/2020,8/9/2020 17:53,Online,48,42,6
PA,YouGov,8/4/2020,8/7/2020,8/9/2020 17:53,Online,49,43,6
TX,Trafalgar Group,8/1/2020,8/5/2020,8/7/2020 12:00,IVR,43,49,-6
KS,Public Policy Polling,8/5/2020,8/6/2020,8/7/2020 9:24,IVR,43,50,-7
--,Research Co.,8/3/2020,8/4/2020,8/7/2020 8:12,Online,48,38,10
MI,EPIC-MRA,7/25/2020,7/30/2020,8/7/2020 7:24,Live Phone,51,40,11
UT,RMS Research,7/27/2020,8/1/2020,8/7/2020 7:23,Online,31,50,-19
IA,RMG Research,7/27/2020,7/30/2020,8/6/2020 18:32,Online,40,41,-1
SC,Quinnipiac University,7/30/2020,8/3/2020,8/6/2020 15:00,Live Phone,42,47,-5
ME,Quinnipiac University,7/30/2020,8/3/2020,8/6/2020 15:00,Live Phone,52,37,15
KY,Quinnipiac University,7/30/2020,8/3/2020,8/6/2020 15:00,Live Phone,41,50,-9
NC,Data for Progress,7/24/2020,8/2/2020,8/6/2020 13:40,Online,46,44,2
ME,Data for Progress,7/24/2020,8/2/2020,8/6/2020 13:40,Online,49,42,7
IA,Data for Progress,7/24/2020,8/2/2020,8/6/2020 13:40,Online,42,44,-2
AZ,Data for Progress,7/24/2020,8/2/2020,8/6/2020 13:40,Online,45,43,2
WI,David Binder Research,7/30/2020,7/31/2020,8/6/2020 13:40,Online,53,42,11
MN,David Binder Research,7/30/2020,7/31/2020,8/6/2020 13:40,Online,54,36,18
MI,David Binder Research,7/30/2020,7/31/2020,8/6/2020 13:40,Online,51,41,10
IA,David Binder Research,7/30/2020,7/31/2020,8/6/2020 13:40,Online,49,43,6
OK,DFM Research,7/29/2020,7/30/2020,8/6/2020 13:40,Live Phone,36,56,-20
IN,Morning Consult,7/24/2020,8/2/2020,8/5/2020 17:16,Online,38,55,-17
--,Ipsos,8/3/2020,8/4/2020,8/5/2020 15:23,Online,56,44,12
IA,Monmouth University,7/30/2020,8/3/2020,8/5/2020 11:05,Live Phone,47,48,-1
--,YouGov,8/2/2020,8/4/2020,8/5/2020 11:05,Online,49,40,9
HI,MRG Research,7/27/2020,7/30/2020,8/5/2020 11:05,IVR/Online,56,29,27
WI,Hodas & Associates,7/22/2020,7/27/2020,8/5/2020 11:05,Live Phone,52,38,14
PA,Hodas & Associates,7/17/2020,7/22/2020,8/5/2020 11:05,Live Phone,51,45,6
MI,Hodas & Associates,7/13/2020,7/16/2020,8/5/2020 11:05,Live Phone,53,41,12
TX,Morning Consult,7/24/2020,8/2/2020,8/4/2020 18:52,Online,47,46,1
SC,Morning Consult,7/24/2020,8/2/2020,8/4/2020 18:52,Online,44,49,-5
KY,Morning Consult,7/24/2020,8/2/2020,8/4/2020 18:52,Online,35,58,-23
AL,Morning Consult,7/24/2020,8/2/2020,8/4/2020 18:52,Online,36,58,-22
CA,"University of California, Berkeley",7/21/2020,7/27/2020,8/4/2020 18:50,Online,67,28,39
MI,Public Policy Polling,7/28/2020,7/29/2020,8/3/2020 20:46,IVR,49,43,6
--,Fox News/Beacon Research/Shaw & Co. Research,7/23/2020,7/27/2020,8/3/2020 20:45,Live Phone,48,41,7
WI,Global Strategy Group,7/11/2020,7/17/2020,8/3/2020 20:44,Online,51,42,9
OH,University of Akron,6/25/2020,7/15/2020,8/3/2020 20:43,Online,46,42,4
--,Morning Consult,7/31/2020,8/2/2020,8/3/2020 15:23,Online,51,42,9
GA,YouGov,7/28/2020,7/31/2020,8/2/2020 11:02,Online,46,45,1
NC,YouGov,7/28/2020,7/31/2020,8/2/2020 11:02,Online,48,44,4
--,YouGov,7/28/2020,7/30/2020,7/31/2020 10:54,Online,49,40,9
--,Data for Progress,7/28/2020,7/28/2020,7/31/2020 10:54,Online,52,42,10
MN,Public Policy Polling,7/22/2020,7/23/2020,7/31/2020 10:53,IVR,52,42,10
--,IBD/TIPP,7/25/2020,7/28/2020,7/30/2020 16:04,Online,48,41,7
NH,University of New Hampshire,7/16/2020,7/28/2020,7/30/2020 16:04,Live Phone,53,40,13
VA,Virginia Commonwealth University,7/11/2020,7/18/2020,7/30/2020 16:04,Live Phone,50,39,11
NH,University of New Hampshire,6/18/2020,6/22/2020,7/30/2020 16:04,Live Phone,52,39,13
NH,University of New Hampshire,5/14/2020,5/18/2020,7/30/2020 16:04,Live Phone,44,46,-2
PA,Franklin & Marshall College,7/20/2020,7/26/2020,7/30/2020 9:06,Live Phone/Online,50,41,9
NC,Cardinal Point Analysis,7/22/2020,7/24/2020,7/30/2020 9:06,IVR/Live Phone,47,48,-1
WI,Redfield & Wilton Strategies,7/19/2020,7/24/2020,7/30/2020 9:06,Online,45,35,10
MI,Redfield & Wilton Strategies,7/19/2020,7/24/2020,7/30/2020 9:06,Online,49,37,12
FL,Mason-Dixon Polling & Strategy,7/20/2020,7/23/2020,7/30/2020 9:06,Live Phone,50,46,4
AZ,Redfield & Wilton Strategies,7/19/2020,7/24/2020,7/30/2020 9:06,Online,46,38,8
PA,Redfield & Wilton Strategies,7/19/2020,7/24/2020,7/30/2020 9:06,Online,48,41,7
FL,Redfield & Wilton Strategies,7/19/2020,7/24/2020,7/30/2020 9:06,Online,48,41,7
NC,Redfield & Wilton Strategies,7/19/2020,7/24/2020,7/30/2020 9:06,Online,43,42,1
--,Optimus,7/24/2020,7/28/2020,7/29/2020 17:36,Online,48,40,8
WI,Change Research,7/24/2020,7/26/2020,7/29/2020 14:10,Online,48,43,5
PA,Change Research,7/24/2020,7/26/2020,7/29/2020 14:10,Online,48,46,2
NC,Change Research,7/24/2020,7/26/2020,7/29/2020 14:10,Online,49,46,3
MI,Change Research,7/24/2020,7/26/2020,7/29/2020 14:10,Online,46,42,4
FL,Change Research,7/24/2020,7/26/2020,7/29/2020 14:10,Online,48,45,3
AZ,Change Research,7/24/2020,7/26/2020,7/29/2020 14:10,Online,47,45,2
--,Change Research,7/24/2020,7/26/2020,7/29/2020 14:10,Online,51,42,9
--,Ipsos,7/27/2020,7/28/2020,7/29/2020 14:07,Online,47,38,9
--,YouGov,7/27/2020,7/28/2020,7/29/2020 11:12,Online,49,40,9
GA,Monmouth University,7/23/2020,7/27/2020,7/29/2020 11:11,Live Phone,47,48,-1
WA,SurveyUSA,7/22/2020,7/27/2020,7/28/2020 20:53,Online,62,28,34
ME,Colby College,7/18/2020,7/24/2020,7/28/2020 20:51,Live Phone/Online,50,38,12
WI,Morning Consult,7/17/2020,7/26/2020,7/28/2020 15:24,Online,50,43,7
VA,Morning Consult,7/17/2020,7/26/2020,7/28/2020 15:24,Online,52,41,11
TX,Morning Consult,7/17/2020,7/26/2020,7/28/2020 15:24,Online,47,45,2
PA,Morning Consult,7/17/2020,7/26/2020,7/28/2020 15:24,Online,50,42,8
OH,Morning Consult,7/17/2020,7/26/2020,7/28/2020 15:24,Online,45,48,-3
NC,Morning Consult,7/17/2020,7/26/2020,7/28/2020 15:24,Online,47,47,0
MN,Morning Consult,7/17/2020,7/26/2020,7/28/2020 15:24,Online,47,44,3
MI,Morning Consult,7/17/2020,7/26/2020,7/28/2020 15:24,Online,52,42,10
GA,Morning Consult,7/17/2020,7/26/2020,7/28/2020 15:24,Online,47,46,1
FL,Morning Consult,7/17/2020,7/26/2020,7/28/2020 15:24,Online,49,46,3
CO,Morning Consult,7/17/2020,7/26/2020,7/28/2020 15:24,Online,52,39,13
AZ,Morning Consult,7/17/2020,7/26/2020,7/28/2020 15:24,Online,49,42,7
NC,Public Policy Polling,7/23/2020,7/24/2020,7/28/2020 15:21,IVR,49,46,3
MT,Public Policy Polling,7/23/2020,7/24/2020,7/28/2020 15:21,IVR,45,50,-5
ME,Public Policy Polling,7/23/2020,7/24/2020,7/28/2020 15:21,IVR,53,42,11
IA,Public Policy Polling,7/23/2020,7/24/2020,7/28/2020 15:21,IVR,47,48,-1
GA,Public Policy Polling,7/23/2020,7/24/2020,7/28/2020 15:21,IVR,46,45,1
CO,Public Policy Polling,7/23/2020,7/24/2020,7/28/2020 15:21,IVR,54,41,13
AK,Public Policy Polling,7/23/2020,7/24/2020,7/28/2020 15:21,IVR,44,50,-6
MA,MassInc Polling Group,7/17/2020,7/20/2020,7/28/2020 14:53,Live Phone,55,23,32
NJ,DKC Analytics,7/7/2020,7/12/2020,7/28/2020 14:52,Online,51,33,18
--,RMG Research,7/23/2020,7/25/2020,7/27/2020 17:04,Online,45,37,8
MN,Trafalgar Group,7/23/2020,7/25/2020,7/27/2020 17:03,IVR,49,44,5
--,The Harris Poll,7/21/2020,7/23/2020,7/27/2020 13:19,Online,55,45,10
OH,YouGov,7/21/2020,7/24/2020,7/26/2020 19:31,Online,45,46,-1
MI,YouGov,7/21/2020,7/24/2020,7/26/2020 19:31,Online,48,42,6
--,YouGov,7/21/2020,7/24/2020,7/26/2020 19:31,Online,51,41,10
MI,SSRS,7/18/2020,7/24/2020,7/26/2020 19:31,Live Phone,52,40,12
FL,SSRS,7/18/2020,7/24/2020,7/26/2020 19:31,Live Phone,51,46,5
AZ,SSRS,7/18/2020,7/24/2020,7/26/2020 19:31,Live Phone,49,45,4
AZ,Marist College,7/14/2020,7/22/2020,7/26/2020 19:31,Live Phone,50,45,5
--,Kaiser Family Foundation,7/14/2020,7/19/2020,7/26/2020 12:59,Live Phone,47,38,9
NC,Marist College,7/14/2020,7/22/2020,7/26/2020 9:42,Live Phone,51,44,7
--,NORC,7/16/2020,7/20/2020,7/26/2020 9:42,Live Phone,46,34,12
PA,Gravis Marketing,7/22/2020,7/24/2020,7/25/2020 12:48,IVR/Online,48,45,3
MI,Gravis Marketing,7/22/2020,7/22/2020,7/24/2020 20:34,IVR/Online,51,42,9
WI,Gravis Marketing,7/22/2020,7/22/2020,7/24/2020 20:34,IVR/Online,50,42,8
--,Data for Progress,7/21/2020,7/21/2020,7/24/2020 20:34,Online,50,44,6
--,Echelon Insights,7/17/2020,7/22/2020,7/24/2020 20:33,Online,50,37,13
--,Echelon Insights,4/18/2020,4/21/2020,7/24/2020 20:33,Online,52,43,9
--,Echelon Insights,3/20/2020,3/24/2020,7/24/2020 20:33,Online,51,41,10
--,Echelon Insights,1/20/2020,1/23/2020,7/24/2020 20:33,Online,49,40,9
PA,Fox News/Beacon Research/Shaw & Co. Research,7/17/2020,7/20/2020,7/23/2020 17:58,Live Phone,50,39,11
MN,Fox News/Beacon Research/Shaw & Co. Research,7/17/2020,7/20/2020,7/23/2020 17:58,Live Phone,51,38,13
MI,Fox News/Beacon Research/Shaw & Co. Research,7/17/2020,7/20/2020,7/23/2020 17:58,Live Phone,49,40,9
--,Hart Research Associates,5/13/2020,5/15/2020,7/23/2020 17:34,Online,51,43,8
--,Global Strategy Group,6/23/2020,7/1/2020,7/23/2020 17:33,Online,50,39,11
--,GQR Research,7/15/2020,7/19/2020,7/23/2020 16:43,Online,55,44,11
FL,Quinnipiac University,7/16/2020,7/20/2020,7/23/2020 16:41,Live Phone,51,38,13
FL,St Pete Polls,7/13/2020,7/14/2020,7/23/2020 9:07,IVR,50,44,6
TX,Quinnipiac University,7/16/2020,7/20/2020,7/22/2020 14:46,Live Phone,45,44,1
GA,Garin-Hart-Yang Research Group,7/9/2020,7/15/2020,7/22/2020 14:45,Live Phone,47,43,4
AZ,Public Policy Polling,7/17/2020,7/18/2020,7/22/2020 11:12,IVR,49,45,4
--,YouGov,7/19/2020,7/21/2020,7/22/2020 10:03,Online,48,41,7
--,Ipsos,7/15/2020,7/21/2020,7/22/2020 10:03,Online,46,38,8
--,Morning Consult,7/13/2020,7/19/2020,7/22/2020 10:03,Online,47,40,7
GA,Trafalgar Group,7/15/2020,7/18/2020,7/20/2020 16:59,IVR,43,50,-7
NC,Cardinal Point Analytics,7/13/2020,7/15/2020,7/20/2020 16:57,IVR/Live Phone,48,49,-1
--,Benenson Strategy Group/GS Strategy Group,7/15/2020,7/18/2020,7/20/2020 11:50,Live Phone,50,39,11
SC,Gravis Marketing,7/17/2020,7/17/2020,7/19/2020 14:30,IVR/Online,46,50,-4
MI,Public Policy Polling,7/9/2020,7/10/2020,7/19/2020 14:30,IVR,51,44,7
--,Fox News/Beacon Research/Shaw & Co. Research,7/12/2020,7/15/2020,7/19/2020 9:25,Live Phone,49,41,8
--,ABC News/Washington Post,7/12/2020,7/15/2020,7/19/2020 0:55,Live Phone,54,44,10
--,ABC News/Washington Post,7/12/2020,7/15/2020,7/19/2020 0:55,Live Phone,55,40,15
AK,Alaska Survey Research,6/23/2020,7/7/2020,7/17/2020 20:13,Live Phone/Online,48,49,-1
--,UCLA Nationscape,7/2/2020,7/8/2020,7/17/2020 12:49,Online,49,41,8
--,UCLA Nationscape,4/9/2020,4/15/2020,7/17/2020 12:48,Online,48,43,5
KY,Garin-Hart-Yang Research Group,7/7/2020,7/12/2020,7/16/2020 16:57,Live Phone,41,53,-12
AZ,OH Predictive Insights,7/6/2020,7/7/2020,7/16/2020 8:56,IVR/Live Phone,49,44,5
--,NBC News/Wall Street Journal,7/9/2020,7/12/2020,7/15/2020 17:08,Live Phone,51,40,11
--,Ipsos,7/13/2020,7/14/2020,7/15/2020 17:06,Online,47,37,10
--,Quinnipiac University,7/9/2020,7/13/2020,7/15/2020 16:15,Live Phone,52,37,15
--,YouGov,7/11/2020,7/14/2020,7/15/2020 12:21,Online,47,39,8
PA,Monmouth University,7/9/2020,7/13/2020,7/15/2020 11:15,Live Phone,52,43,9
--,YouGov,7/12/2020,7/14/2020,7/15/2020 10:02,Online,49,40,9
--,Morning Consult,7/6/2020,7/13/2020,7/15/2020 8:49,Online,47,39,8
WI,Change Research,7/10/2020,7/12/2020,7/15/2020 8:49,Online,48,42,6
PA,Change Research,7/10/2020,7/12/2020,7/15/2020 8:49,Online,50,42,8
NC,Change Research,7/10/2020,7/12/2020,7/15/2020 8:49,Online,47,46,1
MI,Change Research,7/10/2020,7/12/2020,7/15/2020 8:49,Online,48,42,6
FL,Change Research,7/10/2020,7/12/2020,7/15/2020 8:49,Online,50,43,7
AZ,Change Research,7/10/2020,7/12/2020,7/15/2020 8:49,Online,51,45,6
--,Change Research,7/10/2020,7/12/2020,7/15/2020 8:49,Online,51,41,10
FL,Gravis Marketing,7/13/2020,7/13/2020,7/14/2020 10:45,IVR/Online,53,43,10
MT,Civiqs,7/11/2020,7/13/2020,7/14/2020 8:53,Online,45,49,-4
--,Redfield & Wilton Strategies,7/9/2020,7/9/2020,7/13/2020 14:23,Online,48,40,8
--,RMG Research,7/9/2020,7/11/2020,7/13/2020 14:23,Online,46,39,7
MT,Public Policy Polling,7/9/2020,7/10/2020,7/13/2020 11:04,IVR,42,51,-9
MO,YouGov,6/23/2020,7/1/2020,7/13/2020 11:04,Online,43,50,-7
TX,YouGov,7/7/2020,7/10/2020,7/12/2020 11:56,Online,45,46,-1
FL,YouGov,7/7/2020,7/10/2020,7/12/2020 11:56,Online,48,42,6
AZ,YouGov,7/7/2020,7/10/2020,7/12/2020 11:56,Online,46,46,0
TX,University of Texas at Tyler,6/29/2020,7/7/2020,7/12/2020 11:55,Live Phone/Online,48,43,5
--,Morning Consult,6/29/2020,7/5/2020,7/10/2020 18:40,Online,48,39,9
NC,GBAO,4/13/2020,4/16/2020,7/10/2020 18:40,Live Phone/Online,48,46,2
IA,GBAO,4/13/2020,4/16/2020,7/10/2020 18:40,Live Phone/Online,45,48,-3
AZ,GBAO,4/13/2020,4/16/2020,7/10/2020 18:40,Live Phone/Online,47,46,1
--,Data for Progress,7/7/2020,7/7/2020,7/10/2020 11:10,Online,52,42,10
--,Data for Progress,7/7/2020,7/7/2020,7/10/2020 11:10,Online,52,42,10
NC,Public Policy Polling,7/7/2020,7/8/2020,7/9/2020 14:42,IVR,50,46,4
AK,Public Policy Polling,7/7/2020,7/8/2020,7/9/2020 10:30,IVR,45,48,-3
--,Ipsos,7/6/2020,7/7/2020,7/8/2020 11:14,Online,43,37,6
--,Research Co.,7/1/2020,7/2/2020,7/8/2020 11:13,Online,49,40,9
--,Opinium,6/19/2020,6/25/2020,7/8/2020 11:09,Online,52,40,12
--,PureSpectrum,6/12/2020,6/28/2020,7/8/2020 9:35,Online,47,37,10
--,PureSpectrum,5/16/2020,5/31/2020,7/8/2020 9:35,Online,46,37,9
--,PureSpectrum,5/2/2020,5/15/2020,7/8/2020 9:35,Online,43,39,4
--,PureSpectrum,4/16/2020,4/30/2020,7/8/2020 9:35,Online,44,40,4
--,YouGov,7/5/2020,7/7/2020,7/8/2020 9:22,Online,49,40,9
--,Public Policy Polling,6/25/2020,6/26/2020,7/7/2020 13:29,IVR,53,42,11
PA,Trafalgar Group,6/29/2020,7/2/2020,7/6/2020 13:52,IVR,48,43,5
ME,Public Policy Polling,7/2/2020,7/3/2020,7/6/2020 10:25,IVR,53,42,11
FL,Trafalgar Group,6/29/2020,7/2/2020,7/3/2020 22:52,IVR,46,46,0
--,YouGov,6/19/2020,7/1/2020,7/2/2020 15:48,Online,45,40,5
--,Monmouth University,6/26/2020,6/30/2020,7/2/2020 11:06,Live Phone,52,39,13
TX,YouGov,6/19/2020,6/29/2020,7/2/2020 10:52,Online,44,48,-4
TX,Public Policy Polling,6/24/2020,6/25/2020,7/2/2020 8:58,IVR,48,46,2
MT,University of Montana,6/17/2020,6/26/2020,7/2/2020 8:57,Online,38,52,-14
--,Hart Research Associates,6/22/2020,6/28/2020,7/1/2020 20:21,Online,55,41,14
--,Ipsos,6/29/2020,6/30/2020,7/1/2020 17:42,Online,46,38,8
MI,Public Policy Polling,6/26/2020,6/27/2020,7/1/2020 17:42,IVR,50,44,6
--,The Harris Poll,6/17/2020,6/18/2020,7/1/2020 17:41,Online,56,44,12
CO,Public Policy Polling,6/29/2020,6/30/2020,7/1/2020 14:17,IVR,56,39,17
--,IBD/TIPP,6/27/2020,6/30/2020,7/1/2020 13:53,Online,48,40,8
AZ,Data Orbital,6/27/2020,6/29/2020,7/1/2020 12:13,Live Phone,47,45,2
--,YouGov,6/28/2020,6/30/2020,7/1/2020 9:55,Online,49,40,9
WI,Change Research,6/26/2020,6/28/2020,7/1/2020 8:49,Online,51,43,8
PA,Change Research,6/26/2020,6/28/2020,7/1/2020 8:49,Online,50,44,6
NC,Change Research,6/26/2020,6/28/2020,7/1/2020 8:49,Online,51,44,7
MI,Change Research,6/26/2020,6/28/2020,7/1/2020 8:49,Online,48,43,5
FL,Change Research,6/26/2020,6/28/2020,7/1/2020 8:49,Online,50,45,5
AZ,Change Research,6/26/2020,6/28/2020,7/1/2020 8:49,Online,51,44,7
--,Change Research,6/26/2020,6/28/2020,7/1/2020 8:49,Online,47,40,7
--,Morning Consult,6/22/2020,6/28/2020,7/1/2020 8:48,Online,47,40,7
NC,East Carolina University,6/22/2020,6/25/2020,6/30/2020 17:34,Online,45,44,1
--,Suffolk University,6/25/2020,6/29/2020,6/30/2020 14:16,Live Phone,46,37,9
--,Suffolk University,6/25/2020,6/29/2020,6/30/2020 14:16,Live Phone,53,41,12
--,Pew Research Center,6/16/2020,6/22/2020,6/30/2020 11:09,Online,54,44,10
NY,Siena College,6/23/2020,6/25/2020,6/30/2020 9:41,Live Phone,57,32,25
MO,Garin-Hart-Yang Research Group,6/16/2020,6/22/2020,6/30/2020 9:40,Live Phone,48,46,2
--,Optimus,6/25/2020,6/27/2020,6/29/2020 21:05,Online,45,41,4
--,Optimus,6/25/2020,6/27/2020,6/29/2020 21:05,Online,41,31,10
PA,Susquehanna Polling & Research Inc.,6/15/2020,6/23/2020,6/29/2020 14:07,Live Phone/Online,46,41,5
--,RMG Research,6/25/2020,6/27/2020,6/29/2020 11:00,Online,47,39,8
GA,Public Policy Polling,6/25/2020,6/26/2020,6/29/2020 9:22,IVR,49,45,4
WI,Trafalgar Group,6/23/2020,6/25/2020,6/28/2020 21:03,IVR,45,46,-1
--,Climate Nexus,6/6/2020,6/11/2020,6/26/2020 13:51,Online,48,41,7
--,YouGov,6/24/2020,6/25/2020,6/26/2020 12:53,Online,47,39,8
--,Marist College,6/22/2020,6/24/2020,6/26/2020 12:13,Live Phone,52,44,8
--,Kaiser Family Foundation,6/8/2020,6/14/2020,6/26/2020 11:25,Live Phone,51,38,13
TX,Fox News/Beacon Research/Shaw & Co. Research,6/20/2020,6/23/2020,6/25/2020 18:19,Live Phone,45,44,1
NC,Fox News/Beacon Research/Shaw & Co. Research,6/20/2020,6/23/2020,6/25/2020 18:19,Live Phone,47,45,2
GA,Fox News/Beacon Research/Shaw & Co. Research,6/20/2020,6/23/2020,6/25/2020 18:19,Live Phone,47,45,2
FL,Fox News/Beacon Research/Shaw & Co. Research,6/20/2020,6/23/2020,6/25/2020 18:19,Live Phone,49,40,9
WI,Redfield & Wilton Strategies,6/14/2020,6/19/2020,6/25/2020 12:22,Online,45,36,9
NC,Redfield & Wilton Strategies,6/14/2020,6/17/2020,6/25/2020 12:22,Online,46,40,6
AZ,Redfield & Wilton Strategies,6/14/2020,6/17/2020,6/25/2020 12:22,Online,43,39,4
MI,Redfield & Wilton Strategies,6/14/2020,6/16/2020,6/25/2020 12:22,Online,47,36,11
PA,Redfield & Wilton Strategies,6/14/2020,6/16/2020,6/25/2020 12:22,Online,49,39,10
FL,Redfield & Wilton Strategies,6/14/2020,6/15/2020,6/25/2020 12:22,Online,45,41,4
MI,Hodas & Associates,6/17/2020,6/20/2020,6/25/2020 10:08,Live Phone,56,38,18
WI,Hodas & Associates,6/12/2020,6/16/2020,6/25/2020 10:08,Live Phone,55,39,16
PA,Hodas & Associates,6/8/2020,6/11/2020,6/25/2020 10:08,Live Phone,54,42,12
--,Hart Research Associates,6/19/2020,6/22/2020,6/25/2020 9:13,Live Phone,47,38,9
NC,NYT/Siena College,6/8/2020,6/18/2020,6/25/2020 9:11,Live Phone,49,40,9
FL,NYT/Siena College,6/8/2020,6/18/2020,6/25/2020 9:11,Live Phone,47,41,6
MI,NYT/Siena College,6/8/2020,6/17/2020,6/25/2020 9:11,Live Phone,47,36,11
PA,NYT/Siena College,6/8/2020,6/16/2020,6/25/2020 9:11,Live Phone,50,40,10
AZ,NYT/Siena College,6/8/2020,6/16/2020,6/25/2020 9:11,Live Phone,48,41,7
WI,NYT/Siena College,6/8/2020,6/15/2020,6/25/2020 9:11,Live Phone,49,38,11
--,Ipsos,6/22/2020,6/23/2020,6/24/2020 17:27,Online,47,37,10
NC,Public Policy Polling,6/22/2020,6/23/2020,6/24/2020 14:57,IVR,48,46,2
OH,Quinnipiac University,6/18/2020,6/22/2020,6/24/2020 14:56,Live Phone,46,45,1
WI,Marquette University Law School,6/14/2020,6/18/2020,6/24/2020 13:21,Live Phone,50,44,6
--,YouGov,6/21/2020,6/23/2020,6/24/2020 10:06,Online,49,41,8
--,Morning Consult,6/15/2020,6/21/2020,6/24/2020 9:20,Online,47,39,8
--,Data for Progress,6/23/2020,6/23/2020,6/24/2020 9:09,Online,50,44,6
--,Data for Progress,6/23/2020,6/23/2020,6/24/2020 9:09,Online,52,43,9
--,NYT/Siena College,6/17/2020,6/22/2020,6/24/2020 8:17,Live Phone,50,36,14
--,Public Policy Polling,6/19/2020,6/20/2020,6/23/2020 16:33,IVR,52,43,9
TX,Public Policy Polling,6/18/2020,6/19/2020,6/23/2020 16:33,IVR,46,48,-2
--,Climate Nexus,4/3/2020,4/7/2020,6/23/2020 16:32,Online,47,41,6
--,Climate Nexus,4/3/2020,4/7/2020,6/23/2020 16:32,Online,42,37,5
--,The Harris Poll,6/17/2020,6/18/2020,6/22/2020 19:30,Online,56,44,12
--,Echelon Insights,6/12/2020,6/16/2020,6/22/2020 16:49,Online,50,42,8
--,Echelon Insights,5/18/2020,5/20/2020,6/22/2020 16:48,Online,51,42,9
AL,FM3 Research,5/14/2020,5/18/2020,6/22/2020 11:22,Live Phone,39,52,-13
MI,Trafalgar Group,6/16/2020,6/18/2020,6/22/2020 9:19,IVR,46,45,1
